,id,title,description,imdb_rating
406,406,Husbands and Knives,"When Marge becomes a successful businesswoman, Homer becomes worried that she will dump him for a trophy husband. Therefore, he decides to have plastic surgery to make himself look like a hunk.    ",6.9
407,407,Funeral for a Fiend,"Bart is responsible for Sideshow Bob's death after his latest attempt at revenge is foiled, but is his death actually part of the plan?    ",7.1
408,408,Eternal Moonshine of the Simpson Mind,"Homer goes to Dr. Frink to help him recover his memories from the night before, and he discovers, based on his interpretation of the memories, that Marge is having an affair.    ",8.2
409,409,E Pluribus Wiggum,"Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them, and decide to support their own write-in candidate: Ralph Wiggum.    ",6.8
410,410,That '90s Show,"Homer and Marge tell the kids about their life in the early 1990s before they were born, when Marge was enrolled in Springfield College and Homer was the lead singer of a grunge rock band.    ",6.3
411,411,"Love, Springfieldian Style","A series of romantic Valentine's Day parodies based on ""Bonnie and Clyde,"" ""Lady and the Tramp,"" and ""Sid and Nancy.""    ",6.5
412,412,The Debarted,The new prankster in Bart's fourth grade class actually turns out to be a mole brought in by Principal Skinner to infiltrate Bart's inner circle. Homer falls in love with his loaner car after Marge wrecks their old one.    ,7.6
413,413,Dial 'N' for Nerder,"One of Bart's pranks results in Martin's death, but Lisa doesn't want him to confess because she would be considered an accomplice. Marge hires a television crew to find out if Homer is cheating on his diet.    ",7.4
414,414,Smoke on the Daughter,"Marge has Lisa take up ballet, mainly to have Lisa live out her own childhood dreams. Lisa then succumbs to peer pressure from her ballet mates and takes up smoking. Meanwhile, Homer and Bart try to start their own beef jerky business.    ",6.6
415,415,Papa Don't Leech,"When the Simpsons discover that Lurleen Lumpkin is on the skids, Marge reluctantly agrees to take her in and help her find her deadbeat dad who abandoned her 30 years ago.    ",6.1
416,416,Apocalypse Cow,"Bart tries to save the cow he raised for his 4-H club from the slaughterhouse, and in the process winds up getting accidentally engaged to one of Cletus's daughters.    ",6.8
417,417,Any Given Sundance,"Lisa's documentary about her family is accepted into the Sundance Film Festival. However, her family gets upset with her when they discover that the film is far from flattering.    ",7.0
418,418,Mona Leaves-a,"Homer's mom dies, and as part of her will, she asks him to spread her ashes. However, her request turns out to be part of her final act of rebellion against the system.    ",7.0
419,419,All About Lisa,"In a parody of ""All About Eve,"" Lisa stabs Krusty in the back, takes his job, and wins a prestigious award. Meanwhile, Homer and Bart take up coin collecting.    ",6.4
420,420,"Sex, Pies and Idiot Scrapes","Homer and Ned go into business together as bounty hunters, and Marge takes a job at an erotic bakery.    ",7.2
421,421,Lost Verizon,Bart gets in trouble with Marge after she finds out that he has Denis Leary's cell phone and is using it to make prank phone calls.    ,6.8
422,422,"Double, Double, Boy in Trouble","Bart trades lives with his multi-millionaire lookalike, but discovers that his lookalike's life isn't all he thought it would be.    ",6.9
423,423,Treehouse of Horror XIX,"The Simpsons' 19th Halloween Special, with parodies of ""Transformers,"" ""Mad Men,"" and ""It's the Great Pumpkin, Charlie Brown.""    ",7.1
424,424,Dangerous Curves,"The Simpsons take a Fourth of July vacation to a cabin hotel, which cause Homer and Marge to reminisce about two episodes from their past where they stayed in the cabin.    ",6.6
425,425,Homer and Lisa Exchange Cross Words,"Homer gets a job breaking up couples, and Lisa becomes an expert crossword puzzle solver, but Homer bets against her in a competition.    ",7.0
426,426,MyPods and Boomsticks,"Homer suspects that the family of Bart's new Muslim friend from Jordan is part of a terrorist plot, and Lisa becomes obsessed with her new MyPod.    ",7.1
427,427,The Burns and the Bees,"Mr. Burns wins a professional basketball team in a poker game, and the new arena he plans to have Springfield build for the team threatens to interfere with Lisa's new bee sanctuary.    ",6.5
428,428,Lisa the Drama Queen,"Lisa and her new best friend create their own fantasy world, but Marge doesn't want Lisa to see her friend anymore after she finds out that they're too far gone in it.    ",6.0
429,429,"Take My Life, Please","Homer finds out that he actually won the senior class president election, and he gets an opportunity to find out how his life would have been different if it had happened.    ",6.9
430,430,How the Test Was Won,"Bart and his fellow underachievers are taken on a ""field trip"" to Capital City so that they can miss the standardized test, and Homer makes sure that nothing bad happens until their insurance goes back into effect.    ",7.0
431,431,"No Loan Again, Naturally","The Simpsons lose their house, but Flanders buys it and offers to rent it back to them. But when they turn out to be less-than-reliable renters, Flanders kicks them out.    ",6.8
432,432,Gone Maggie Gone,"In order to rescue Maggie from a Catholic orphanage, Lisa must solve a series of puzzles to reveal the identity of a gem that will bring peace to Springfield.    ",7.2
433,433,In the Name of the Grandfather,"The Simpsons take Grandpa to Ireland so he can go back to visit a pub he went to during the war, but Grandpa and Homer get suckered into buying the bar.    ",6.3
434,434,Wedding for Disaster,"Homer is kidnapped moments before he and Marge are supposed to re-renew their vows. However, Marge comes to the conclusion that Homer left her at the altar.    ",6.6
435,435,Eeny Teeny Maya Moe,"Moe begins dating a little person he met on the Internet, while Maggie is being bullied at the playground next to Moe's where Homer is leaving her.    ",7.2
436,436,"The Good, the Sad and the Drugly","Bart gets Milhouse to take the rap for a prank at school, and then blows him off when he falls for a cute 5th grade do-gooder, prompting Milhouse's wrath. Meanwhile, Lisa begins taking ""happy pills"" to improve her negative outlook.    ",7.2
437,437,Father Knows Worst,"Homer becomes a ""helicopter parent"" at Springfield Elementary by helping Bart finish a class project and helping Lisa become popular, and Marge finds a secret sauna in their house.    ",6.9
438,438,"Waverly Hills, 9-0-2-1-D'oh",The Simpsons set up a fake residence in Waverly Hills so that Bart and Lisa can attend school there.    ,7.1
439,439,Four Great Women and a Manicure,"A series of parodies based on four strong women: Queen Elizabeth, Snow White, Lady MacBeth, and Ayn Rand.    ",6.4
440,440,Coming to Homerica,"Townspeople build a wall around Springfield to keep ""immigrants"" from Ogdenville from relocating to their town.    ",7.3
441,441,Homer the Whopper,"A Hollywood studio makes a movie based on Comic Book Guy's comic book character ""Everyman,"" and Homer is cast in the lead. However, Homer's weight fluctuations cause problems for the production.    ",7.1
442,442,Bart Gets a 'Z',"When Bart's prank gets Ms. Krabappel fired from Springfield Elementary School, he tries to make it up to her without letting her know that he was responsible.    ",6.6
443,443,The Great Wife Hope,Marge takes on the owner of an ultimate fighting league in the ring in order to get the sport banned in Springfield.    ,6.3
444,444,Treehouse of Horror XX,"Lisa becomes livid with Miss Hoover, and in a series of homages to classic Hitchcock sets out for deadly revenge. Next, Krusty's latest fast-food sandwich transforms news anchor Kent Brockman into an enraged zombie and twenty-eight days later, cannibal zombies have overrun Springfield. In the final frightening fable, Homer accidentally falls through a trapdoor in Moe's tavern and impales himself on the pipes of Moe's microbrewery. Moe serves the barflies a glass of delicious beer flavored with Homer's blood and Homer, now half-man, half-brewing apparatus, returns for ...    ",7.3
445,445,The Devil Wears Nada,"Marge rediscovers her sexuality after appearing in a racy calendar, but Homer is too tired to respond to her advances because he is being worked to death by his new boss, Carl.    ",6.7
446,446,Pranks and Greens,"Bart meets the boy responsible for the greatest prank in Springfield Elementary School history, and discovers that he's now a 19-year-old loser. Meanwhile, Marge is scolded for providing unhealthy snacks for Maggie's play group.    ",6.6
447,447,Rednecks and Broomsticks,"Homer becomes an expert on moonshine when he starts hanging out with Cletus after he saves the Simpsons' lives, while Lisa becomes friends with three teenage Wiccans.    ",6.7
448,448,"O Brother, Where Bart Thou?","Bart becomes jealous of Maggie and Lisa's special bond as sisters, so he goes to an orphanage and ""adopts"" a little brother.    ",7.1
449,449,Thursdays with Abie,"Homer becomes jealous when a syndicated newspaper columnist begins publishing Grandpa's stories, while Bart is assigned to take care of the class's stuffed sheep for the weekend.    ",6.7
450,450,Once Upon a Time in Springfield,"The antagonism between Krusty and the new female co-star forced upon him soon turns to romance, while a headhunter encourages Homer, Lenny and Carl to take a job at another nuclear power plant.    ",6.5
451,451,Million Dollar Maybe,Homer can't tell Marge he won the lottery because he was supposed to be giving a wedding toast when he bought the ticket. But Bart soon finds out where he's hiding the money and begins to blackmail him.    ,7.1
452,452,Boy Meets Curl,"Homer and Marge become members of the U.S. Olympic curling team. At the games, Lisa becomes addicted to collecting pins, and Bart tries to save her.    ",6.8
453,453,The Color Yellow,"While searching for an admirable ancestor for a class project, Lisa discovers the story of a relative named Eliza Simpson, who may or may not have helped a slave escape to freedom.    ",6.6
454,454,Postcards from the Wedge,"When Bart unsuccessfully tries to play Homer and Marge against each other, he comes up with a dangerous prank that is sure to get their attention.    ",7.0
455,455,Stealing First Base,"Bart gets Springfield Elementary School in legal trouble when he kisses the enigmatic daughter of two lawyers, while Lisa is depressed about being ostracized because she is smart.    ",7.0
456,456,The Greatest Story Ever D'ohed,"Ned takes the Simpsons on a pilgrimage to Israel in order to try and save Homer, but soon discovers that he may not be worth saving.    ",5.7
457,457,American History X-cellent,"Mr Burns is sent to prison for art theft, where a scary inmate introduces him to religion. Meanwhile Smithers becomes the boss at the plant, and Bart and Lisa try to share an ant farm.    ",6.5
458,458,Chief of Hearts,"Homer and Chief Wiggum's new friendship is put to the test when the chief becomes needy after being shot, while Marge suspects that Bart may be dealing drugs.    ",6.8
459,459,The Squirt and the Whale,"After a violent storm, Lisa tries to rally the townspeople and come to the rescue of a beached whale.    ",6.8
460,460,To Surveil with Love,"Springfield covers the town with surveillance cameras after Homer creates a bomb scare at the train station. Meanwhile, Lisa considers becoming a brunette so that people will take her more seriously.    ",7.1
461,461,Moe Letter Blues,"Homer, Apu and Reverend Lovejoy all suspect that Moe may have left with one of their wives after receiving a mysterious letter, but which one is it?    ",7.0
462,462,The Bob Next Door,"Bart is convinced that the Simpsons' new friendly, unassuming neighbor is actually Sideshow Bob in disguise.    ",7.3
463,463,Judge Me Tender,"Moe's gruff and abrasive personality makes him the perfect hyper-critical judge, and lands him a spot on American Idol. Meanwhile, Homer makes Marge uncomfortable when he starts spending more time at home with Moe's now closed.    ",6.5
464,464,Elementary School Musical,"While Homer and Bart accompany Krusty to Oslo so he can receive the Nobel Peace Prize, Marge enrolls Lisa for a week in performing arts camp.    ",6.2
465,465,Loan-a Lisa,"Lisa uses the $50 she receives from Grandpa to give Nelson a microloan to jump-start his bicycle business, but soon comes to regret the decision.    ",6.7
466,466,MoneyBart,"Lisa takes over as manager of Bart's baseball team and uses statistical analysis to build a winner, but she takes all of the fun out of it and causes Bart to quit the team.    ",6.7
467,467,Treehouse of Horror XXI,"A Satanic board game causes other popular board games to come to life, Homer and Marge rescue a possible killer and let him on their boat, and a parody of ""Twilight"" where Lisa falls for a young vampire.    ",7.1
468,468,"Lisa Simpson, This Isn't Your Life","When Lisa discovers that Marge was also a model student, she tries to find out where everything changed so that she doesn't repeat her mistakes. Meanwhile, a series of chance accidents cause Bart to replace Nelson as school bully.    ",7.2
469,469,The Fool Monty,"After Mr. Burns finds out that he is dying, he has an accident and loses his memory, and all the townspeople use the situation to get their revenge on him.    ",6.4
470,470,How Munched Is That Birdie in the Window?,"Bart adopts a carrier pigeon, but Santa's Little Helper eats it.    ",6.3
471,471,The Fight Before Christmas,"Marge gets depressed when the rest of the family does not get into the holiday spirit, and she writes a letter, hoping to get some help; Mr. Burns and Moe's new friend delay the Simpsons as they attempt to travel to Hawaii for the holiday.    ",6.7
472,472,Donnie Fatso,"Homer goes to prison after attempting to get out of a series of fines with a bribe, but agrees to a reduced sentence by informing on Fat Tony for the FBI.    ",7.0
473,473,Moms I'd Like to Forget,Bart sets out to uncover the origins of a sword-shaped scar on his hand; Marge reconnects with three friends she fell out with years ago.    ,6.3
474,474,Flaming Moe,Moe tries to keep his 'straightness' a secret when he opens a gay bar; Skinner falls for a new teacher.    ,6.7
475,475,Homer the Father,Homer picks up parenting advice from an 80s sitcom; Bart becomes involved in trading nuclear secrets.    ,6.9
476,476,The Blue and the Gray,"Moe employs Homer as his wing man, only to find Homer has more luck with the ladies than he does; Marge finds her first gray hair.    ",6.7
477,477,Angry Dad: The Movie,"Bart's ""Angry Dad"" character gets his own movie, but when the movie starts winning awards, Homer tries to hog all the credit.    ",7.2
478,478,The Scorpion's Tale,Lisa's school project leads to the discovery of a new drug that makes the elderly less cranky and more tolerable.    ,6.6
479,479,A Midsummer's Nice Dream,"After Tommy Chong walks away from the Cheech & Chong reunion tour, Homer goes on the road as his replacement. Meanwhile, Marge tries to help the cat lady with her hoarding problem.    ",6.0
480,480,Love Is a Many Strangled Thing,The tables are turned for Homer and Bart after a therapist cures Homer of his violent tendencies toward the boy.    ,6.2
481,481,The Great Simpsina,"The family is greeted by folk singer Ewell Freestone when they visit a peach farm, but when Marge goes overboard with peach-inspired dishes, Lisa and Bart try to get rid of the unwanted fruit. Later, Lisa becomes a magician's apprentice to the legendary Great Raymondo who helps her develop her craft, but a schoolgirl crush clouds her judgment when she is coaxed into revealing the Great Raymondo's most famous magic trick to his phony archnemesis. But when the rival magician's act takes a risky turn, the Great Raymondo has one last trick up his sleeve and stages ...    ",6.8
482,482,The Real Housewives of Fat Tony,"Selma falls in love with and marries Fat Tony, and Lisa discovers that Bart has a skill for finding truffles.    ",6.5
483,483,Homer Scissorhands,"Homer opens his own salon after he discovers that he has skills as a hair stylist, and Lisa becomes suspicious after Millhouse gets a 5th grade girlfriend.    ",7.1
484,484,500 Keys,"While Homer takes the Duff Blimp for a joyride, Lisa discovers a secret room in the basement of Sprinfield Elementary School.    ",7.3
485,485,The Ned-Liest Catch,"When Krabbapple gets suspended and put into detention after hurting Bart, Bart tries to break her out, but it ends that Flanders is the one that saves her life. But soon, Ned figures out that Edna has also dated other men such as Homer, Skinner Comic Book Guy and Aerosmith drummer Joey Kramer.    ",7.0
486,486,The Falcon and the D'ohman,"Homer tries to befriend the new security guard at the nuclear power plant, who for some unknown reason isn't interested and keeps having flashbacks to his violent past as a government agent.    ",7.1
487,487,Bart Stops to Smell the Roosevelts,"Superintendant Chalmers gets fired after using unconventional methods to teach Bart and his friends about Teddy Roosevelt, so the boys take over Springfield Elementary until he gets his old job back.    ",7.0
488,488,Treehouse of Horror XXII,"Homer takes a dangerous dive into an isolated canyon on Candy Peak, but when a crashing boulder traps his arm, he channels Aron Ralston to save himself. In ""The Diving Bell and Butterball,"" the first of three hair-raising Halloween tales, a venomous spider bite leaves Homer paralyzed, but when Lisa discovers Homer's ability to communicate through natural gases, he is able to express his love for Marge. The killer spells continue in ""Dial D for Diddly,"" when Ned Flanders, devout preacher by day, transforms into a cold-blooded vigilante by night. In the final terrifying...    ",6.4
489,489,Replaceable You,"Homer is betrayed by his new assistant at work and winds up working for her, and Bart and Martin create a science project that brings joy to the seniors at the Springfield Retirement Castle.    ",6.4
490,490,The Food Wife,"Homer is worried that he is no longer the cool parent after Marge, Bart, and Lisa become foodies.    ",7.1
491,491,The Book Job,"Homer and Bart put together a team to author the next successful tween novel franchise and make a million dollars, but discover that they need Lisa's help to pull it off.    ",7.9
492,492,The Man in the Blue Flannel Pants,"Homer gets promoted to accounts manager at the nuclear power plant, but soon learns the job robs you of your soul. Meanwhile, Lisa introduces Bart to ""Little Women.""    ",6.6
493,493,The Ten-Per-Cent Solution,"Krusty the Clown is stuck in a rut when the television network pulls his show from the air and his talent agency drops him as a client. But when the Simpsons introduce him to seasoned agent Annie, they are surprised to learn that Annie was Krusty's very first agent. Despite their rocky relationship, Annie is convinced to re-sign Krusty and craft his career comeback. But when Krusty's retro comedy show reboot is deemed a critical success, Krusty must decide to stay with his agent or side with the network executives.    ",6.1
494,494,Holidays of Future Passed,Thirty years in the future the Simpsons get together for Christmas. Bart and Lisa are struggling as parents to connect with their children.    ,8.3
495,495,"Politically Inept, with Homer Simpson","Homer becomes the host of a popular political talk show, starts an ""everyman"" movement in Springfield, and ends up hand-picking Ted Nugent as the Republican nominee for president.    ",6.0
496,496,The D'oh-cial Network,"Lisa creates an online social network that becomes a Springfield obsession, but later becomes a victim of user backlash.    ",6.9
497,497,Moe Goes from Rags to Riches,"While Bart tries to regain Milhouse's friendship, Moe's bar cleaning rag tells his unlikely story of how he got to where he is today.    ",5.8
498,498,The Daughter Also Rises,"Lisa falls for an adventurous, Hemingway-esque young boy, while Bart and Millhouse set out to bust all the myths that surround Springfield Elementary School.    ",6.3
499,499,At Long Last Leave,"The town votes to kick the Simpsons out of Springfield, so they decide to move to the Outlands.    ",6.9
500,500,Exit Through the Kwik-E-Mart,"Bart becomes an urban vandal and decides to use Homer as his inspiration, while Apu hits hard times when a new trendy market takes all the Kwik-E-Mart customers.    ",6.8
501,501,How I Wet Your Mother,The family break into Homer's dreams Inception-style after he begins wetting the bed.    ,7.2
502,502,"Them, Robot","Mr. Burns replaces all of the nuclear plant employees with robots--except for Homer, who stays along to supervise the robots and serve as a human scapegoat.    ",6.9
503,503,Beware My Cheating Bart,"Jimbo's girlfriend cheats on Jimbo with Bart, and Homer uses his new treadmill to catch up on a TV series about plane crash victims stranded on an island.    ",7.1
504,504,A Totally Fun Thing That Bart Will Never Do Again,"Bart gets the family to take the cruise vacation of his dreams, and then launches a fiendish plot to ensure that it goes on forever.    ",7.6
505,505,The Spy Who Learned Me,"Homer uses his paid sick leave to improve his marriage, with the help of his imaginary friend, super-spy Stradivarius Cain. Meanwhile, Bart gets revenge on Nelson for stealing everyone's lunch money.    ",6.8
506,506,Ned 'n' Edna's Blend Agenda,"After Ned and Edna announce publicly that they were secretly married, the two clash over how to raise Rod and Todd.    ",6.6
507,507,Lisa Goes Gaga,"After a desperate attempt by Lisa to become more popular backfires, Lady Gaga shows up in Springfield to help her with her self-esteem.    ",4.0
508,508,Moonshine River,"The Simpsons go back to New York City so that Bart can find his old girlfriend Mary Spuckler. Meanwhile, Lisa and Marge spend the trip trying to take in New York culture on the cheap.    ",6.3
509,509,Treehouse of Horror XXIII,"A black hole threatens to swallow Springfield, Homer tries to find the source of paranormal activity, and a ""Back to the Future"" parody in which Bart keeps Marge from marrying Homer.    ",7.2
510,510,Adventures in Baby-Getting,"Marge decides that she wants another baby, but Homer doesn't want one. Meanwhile, Bart tries to figure out where Lisa is secretly going after school.    ",6.8
511,511,Gone Abie Gone,Homer invests Lisa's college fund on an online poker site. Meanwhile Abe disappears from the Springfield Retirement Castle.    ,6.7
512,512,Penny-Wiseguys,"Fat Tony has to serve jury duty, and his clerk, Dan, must run the mafia while he's gone. Meanwhile, Lisa considers making a disgusting change to her diet.    ",6.3
513,513,A Tree Grows in Springfield,"Homer becomes addicted to his new tablet computer. But when it is destroyed Homer becomes despondent, until he finds and provides hope for Springfield in the most unlikely place.    ",6.3
514,514,The Day the Earth Stood Cool,"Homer befriends a hipster and invites his family to move in next door. However, their friendship soon sours as Springfield is transformed into a haven for ""coolness.""    ",6.9
515,515,To Cur with Love,"When Homer shows no remorse over almost losing Santa's Little Helper, Grandpa tells everyone the story of Homer's childhood dog.    ",7.2
516,516,Homer Goes to Prep School,"Homer joins the ""Springfield Preppers,"" an off-the-grid survivalist group whose leader has set up a top-secret retreat outside of town to prepare for the end of the world.    ",6.7
517,517,A Test Before Trying,"The fate of Springfield Elementary rests on Bart and his test scores, and Homer finds way to make money with his own parking meter.    ",6.9
518,518,The Changing of the Guardian,Homer and Marge find the perfect young couple and ask them to be the guardians for the kids in case something happens to them.    ,6.4
519,519,Love Is a Many-Splintered Thing,"Mary Spuckler returns to Springfield and begins a relationship with Bart. However, Bart treats her with disrespect.    ",6.2
520,520,Hardly Kirk-ing,"Bart poses Millhouse as his father so that they can do adult activities, and Homer becomes skilled at finding lost objects thanks to Highlights magazine.    ",7.0
521,521,Gorgeous Grampa,"Homer's obsession with the TV show ""Storage Battles"" leads the family to discover Grampa's past identity as ""Gorgeous Godfrey,"" the most feared, villainous man in pro-wrestling history    ",6.2
522,522,"Black Eyed, Please","Ned gets fed up with Homer and punches him in the eye, and Lisa is a bullying victim from her new substitute teacher.    ",6.9
523,523,Dark Knight Court,"When Bart is accused of a prank he says he didn't commit, Lisa is forced to defend him in youth court, with former attorney general Janet Reno serving as judge.    ",7.1
524,524,What Animated Women Want,"Homer contemplates his next move after getting in the doghouse with Marge, while Millhouse's new Stanley Kowalski-inspired persona makes him suddenly attractive to Lisa.    ",6.4
525,525,Pulpit Friction,"Springfield gets a bedbug scare, the new assistant pastor at church appoints Homer as a deacon, and Marge loses her wedding dress.    ",6.4
526,526,Whiskey Business,"A new makeover could put Moe in a position to make big money, Bart fails at his job of taking care of Grandpa, and Lisa fights the shameless exploitation of Bleeding Gums Murphy's likeness.    ",6.7
527,527,The Fabulous Faker Boy,"Bart takes piano lessons from a cute Russian girl, Marge tries to teach the girl's father how to drive, and Homer loses the last of his hair.    ",6.2
528,528,The Saga of Carl,"Homer, Moe, Lenny and Carl win the lottery, but Carl steals the ticket and leaves with the money for Iceland.    ",7.0
529,529,Dangers on a Train,"When Marge tries to buy Homer snack cakes for their anniversary, she winds up meeting a married man who shares a common love of British television.    ",7.0
530,530,Homerland,"Homer returns from a nuclear power convention a changed man, and Lisa begins to suspect that he has become a domestic terrorist.    ",6.9
531,531,Treehouse of Horror XXIV,"The scariest Simpsons Halloween show yet, featuring an opening by Guillermo Del Toro.    ",6.9
532,532,Four Regrettings and a Funeral,"While attending a funeral, Homer, Marge, Mr. Burns, and Kent Brockman recall a past regret and try to find a way to rectify the situation.    ",6.4
533,533,YOLO,Homer is stunned to learn he'll only live once. A pen pal from his youth helps him live that life to its fullest. Meanwhile Springfield Elementary institutes an honor code.    ,6.5
534,534,Labor Pains,"Homer helps take care of a child that he delivered in an elevator, and Lisa tries to organize the Springfield Atoms cheerleaders against the team's greedy owner.    ",6.8
535,535,The Kid Is All Right,"Lisa is distressed when she discovers that her new friend is a Republican, and they wind up running against each other as Springfield Elementary's second grade representative.    ",6.4
536,536,Yellow Subterfuge,Principal Skinner promises the students that the best-behaved can take a ride in a submarine. Bart believes his past indiscretions will be forgotten. Lisa tries to help Krusty by suggesting him to sell the foreign rights to his shows.    ,6.7
537,537,White Christmas Blues,"When a sudden tourist spike means that the family cannot afford Christmas, the Simpsons open up their house to boarders.    ",6.4
538,538,Steal This Episode,"Fed up with the high price of Hollywood films, Homer begins screening pirated movies in his backyard, but is busted by the FBI after Marge turns him in.    ",7.7
539,539,Married to the Blob,Comic Book Guy seeks romantic advice from Homer when he falls for a Japanese woman who's interested in manga.    ,6.9
540,540,Specs and the City,"Mr. Burns' Christmas present to his employees, a pair of augmented reality glasses, places a strain on Homer and Marge's relationship. Meanwhile, Bart wrestles with giving a Valentine's Day card to Nelson.    ",7.1
541,541,Diggs,"Bart becomes friends with a schoolmate who enjoys falconry, but turns out to be mentally disturbed.    ",6.3
542,542,The Man Who Grew Too Much,"Lisa becomes friends with Sideshow Bob, who now has a new job working with genetically-altered foods. Meanwhile, Marge becomes frustrated teaching abstinence for the church.    ",6.6
543,543,The Winter of His Content,"When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes, Homer begins to embrace their lifestyle. Meanwhile, Nelson initiates Bart into the bully group after coming to his defense.    ",6.6
544,544,The War of Art,The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.    ,6.9
545,545,You Don't Have to Live Like a Referee,Homer becomes a referee for the World Cup and finds himself tested by bribers when the Simpsons travel to Brazil.    ,6.7
546,546,Luca$,"Marge becomes worried when Lisa starts dating a competitive eater-in-training, while Bart receives gifts from Snake Jailbird for helping him out.    ",6.3
547,547,Days of Future Future,"Thirty years into the future, Bart is having trouble dealing with his divorce, Lisa is struggling with her marriage to Milhouse, and Marge is finally fed up after burying yet another Homer clone.    ",7.0
548,548,What to Expect When Bart's Expecting,Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.    ,5.8
549,549,Brick Like Me,The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.    ,7.9
550,550,Pay Pal,"When Homer ruins his and Marge's chances of making a new couple friend, Marge decides to concentrate on finding a friend for Lisa. However, Lisa suddenly makes a new friend on her own.    ",6.5
551,551,The Yellow Badge of Cowardge,"Bart wins the annual ""last day of school"" race - with a little help from Nelson - and Homer attempts to bring back 4th of July fireworks, which have been canceled due to low budget cuts.    ",6.6
552,552,Clown in the Dumps,"Krusty has a crisis of conscience and retires from show business after his father dies before ever approving of his career. Meanwhile, Lisa becomes worried about Homer's health and life expectancy.    ",5.7
553,553,The Wreck of the Relationship,"Homer and Bart turn to the open seas to improve their relationship, and Marge becomes a trash talking victim after she drafts Homer's fantasy football team.    ",6.7
554,554,Super Franchise Me,"Marge opens a sandwich franchise store after her sandwiches become a huge hit at Springfield Elementary. But running day-to-day at the store proves challenging, especially when the same franchise opens another location across the street.    ",6.4
555,555,Treehouse of Horror XXV,"The 25th annual 'Simpsons' Halloween special includes an alternate dimension, a ""Clockwork Orange""-style gang led by Moe and a visit from the Tracey Ullman-era Simpsons.    ",7.4
556,556,Opposites A-Frack,An Assemblywoman brought in by Lisa to stop Mr. Burns' fracking operation ends up falling for him as much as he does for her.    ,6.3
557,557,Simpsorama,"The Simpsons meet the Planet Express crew, who have come to Springfield in the present to stop them from destroying the future.    ",7.9
558,558,Blazed and Confused,"Bart tricks his family into a camping trip at a strange event known as ""Blazing Guy"" so that he can get revenge on his sadistic new fourth grade teacher.    ",6.8
559,559,Covercraft,"Homer forms a cover band with other dads in town when he takes up bass guitar to deal with a mid-life crisis, but the band's modest success is soon overwhelmed by Apu's breakout potential.    ",6.4
560,560,I Won't Be Home for Christmas,Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.    ,6.8
561,561,The Man Who Came to Be Dinner,An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.    ,6.6
562,562,Bart's New Friend,"Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies, so he bonds with Bart and refuses to take back the responsibilities of adulthood.    ",7.1
563,563,The Musk Who Fell to Earth,"Inventor Elon Musk comes to Springfield, and Homer inspires him with a new idea that could revolutionize Springfield, but winds up costing Mr. Burns a ton of money.    ",5.5
564,564,Walking Big & Tall,"Marge tries to get Homer to lose weight. But instead, he finds a support group that encourages him to embrace his largeness.    ",6.2
565,565,My Fare Lady,"Marge gets a job as a driver for a transportation app service, while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.    ",6.5
566,566,The Princess Guide,Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.    ,6.4
567,567,Sky Police,"The congregation, led by Marge, is forced to resort to gambling in order to collect money to fix the church, which Chief Wiggum destroyed with a jet pack he received by mistake.    ",6.7
568,568,Waiting for Duffman,"After ""Duffman"" retires, Homer wins a reality competition to become his replacement. But his contract states that he cannot drink beer, which gives him a new perspective on alcohol.    ",6.6
569,569,Peeping Mom,"Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile, Homer ignores Santa's Little Helper when Ned gets a new dog.    ",6.6
570,570,The Kids Are All Fight,The story of Bart and Lisa's rivalry is told when Homer finds an old film strip.    ,6.7
571,571,Let's Go Fly a Coot,Bart takes up smoking e-cigarettes to impress Milhouse's cousin Annika while the rest of the family learns about Grampa's days in the Air Force.    ,6.0
572,572,Bull-E,"Bart gets bullied at a school dance, so Marge gets an anti-bullying law passed, which results in Homer being put in therapy for bulling Ned.    ",6.5
573,573,Mathlete's Feat,"Groundskeeper Willie becomes the coach of the mathletes, Lisa and other kids from Springfield Elementary compete against Waverly Hills Elementary.    ",6.7
574,574,Every Man's Dream,"Marge decides it's finally time to separate from Homer, and quickly moves on with her life. Homer is initially devastated, but soon stumbles into a romance with a younger woman.    ",5.7
575,575,Cue Detective,"A celebrity television chef challenges Homer to a barbecue cook-off. But before the competition, Homer's new, prized barbecue grill is stolen.    ",6.5
576,576,Puffless,"Patty and Selma try to quit smoking, but Patty moves in with the Simpsons when Selma takes it up again. Meanwhile, Maggie goes on an adventure with some local creatures.    ",6.9
